,conglomerado,cidade,data_base,indice_basileia
36946,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM,BELO HORIZONTE,2003-12-01,103.49
36947,CECMS SECRETARIA FAZENDA ESTADO DE PERNAMBUCO CREDIPE-LTDA,RECIFE,2003-12-01,49.47
36948,SCHRODER INVESTMENT MANAGEMENT BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SAO PAULO,2003-12-01,60.29
36949,RIO BRAVO INVESTIMENTOS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,SAO PAULO,2003-12-01,89.35
36950,UNICRED-CAMPOS CECM MEDICOS DEMAIS P.DE SAUDE DE CAMPOS LTDA,CAMPOS DOS GOYTACAZES,2003-12-01,21.84
36951,CECMF DAS INDUSTRIAS ALIMENTICIAS DE TOLEDO LTDA -CREDIFATO,TOLEDO,2003-12-01,119.59
36952,CCRIS DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA,CORONEL VIVIDA,2003-12-01,29.63
36953,"CECM DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE PARANAVAÍ - SICOOB PARANAVAÍ",PARANAVAI,2003-12-01,23.18
36954,OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VAL E CAMBIO LTDA,CURITIBA,2003-12-01,81.0
36955,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BOMPREÇO BAHIA - SICOOB COOPERBOM,SALVADOR,2003-12-01,83.02
36956,CCRIS DE CHOPINZINHO - CRESOL CHOPINZINHO,CHOPINZINHO,2003-12-01,32.03
36957,CECM DOS PROFISSIONAIS DA CONTABILIDADE DE CUIABA,CUIABA,2003-12-01,-0.65
36958,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DE SANTO ANTONIO DO MONTE LTDA,SANTO ANTONIO DO MONTE,2003-12-01,19.33
36959,CCR HORIZONTES NOVOS DE CANGUCU - CREHNOR SUL,CANGUCU,2003-12-01,42.87
36960,COOPERATIVA DE ECONOMIA E CREDITO MUTUO  DOS CORRETORES DE SEGUROS DE PORTO ALEGRE,PORTO ALEGRE,2003-12-01,34.2
36961,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPERCORREIOS,BELO HORIZONTE,2003-12-01,55.92
36962,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MABE CAMPINAS ELETRODOMÉSTICOS LTDA.,CAMPINAS,2003-12-01,95.02
36963,"CECMP A.ENGENHARIA, ARQUIT. E AGRON.SUL FLUMIN. LTDA.",VOLTA REDONDA,2003-12-01,15.69
36964,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DA SAÚDE DE POUSO ALEGRE LTDA.,POUSO ALEGRE,2003-12-01,24.21
36965,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS,CAJAMAR,2003-12-01,103.65
36966,CCRIS DE HONORIO SERPA - CRESOL HONORIO SERPA,HONORIO SERPA,2003-12-01,29.25
36967,ORBIVAL CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,PORTO ALEGRE,2003-12-01,50.65
36968,COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DE SANTA ROSA DE LIMA,SANTA ROSA DE LIMA,2003-12-01,14.9
36969,CCR BELA VISTA DE GOIAS LTDA,BELA VISTA DE GOIAS,2003-12-01,43.21
36970,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE MARMELEIRO DE RESPONSABILIDADE LTDA - CRESOL MARMELEIRO,MARMELEIRO,2003-12-01,21.23
36971,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MICROS E PEQUENOS COMERCIANTES DE CONFECÇÕES. DO NORTE E NORDESTE DE SANTA CATARINA - AJOCREDI,JOINVILLE,2003-12-01,17.41
36972,UNICRED CRATEÚS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CRATEÚS LTDA,CRATEUS,2003-12-01,36.89
36973,CECM BANCARIOS ECONOM GR FLORIANOPOLIS E VALE RIO CAMBORIU,FLORIANOPOLIS,2003-12-01,17.9
36974,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CIMPOR BRASIL,SAO PAULO,2003-12-01,100.61
36975,CECMF DA PERPART LTDA.,RECIFE,2003-12-01,97.55
36976,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO VONPAR LTDA,PORTO ALEGRE,2003-12-01,96.3
36977,MANCHESTER S/A - CORRETORA DE CAMBIO E TITULOS,JOINVILLE,2003-12-01,88.37
36978,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO,SAO PAULO,2003-12-01,126.68
36979,CECM MEDICOS PROF.N.SUP.A.SAUDE C.ITAPEM.-UNICRED S.CAPIXABA,CACHOEIRO DE ITAPEMIRIM,2003-12-01,26.64
36980,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MIN. PLANEJAMENTO, ORÇAMENTO E GESTÃO,EDUCAÇÃO,DESENV,IND E COM EXT, INT.NACIONAL,COMUNIC,CIDADES,DESENV. SOCIAL E COMBATE À FOME - COOPERPLAN",BRASILIA,2003-12-01,97.25
36981,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS COMERCIANTES VEÍCULOS E DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS DE PORTO ALEGRE E REGIÃO METROPOLITANA - SIVEICRED,PORTO ALEGRE,2003-12-01,33.75
36982,COOPERATIVA DE CREDITO RURAL DE VOLTA REDONDA LTDA,VOLTA REDONDA,2003-12-01,43.65
36983,COOPERATIVA DE CRÉDITO RURAL DE COLORADO DO OESTE LTDA.,COLORADO DO OESTE,2003-12-01,79.83
36984,COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA. DE JACUTINGA - CRESOL JACUTINGA,JACUTINGA,2003-12-01,23.53
36985,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL DO ESTADO DE RONDÔNIA,PORTO VELHO,2003-12-01,70.18
36986,CCRIS DE LARANJEIRAS DO SUL RESP. LTDA - CRESOL LARANJEIRAS,LARANJEIRAS DO SUL,2003-12-01,27.52
36987,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DA REGIÃO METROPOLITANA DE BELÉM LTDA.   CREDBEM,BELEM,2003-12-01,81.31
36988,CCMF GRUPO INEPAR,ARARAQUARA,2003-12-01,93.82
36989,OOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA AKZO NOBEL-TINTAS - COOPCOATINGS,SAO PAULO,2003-12-01,131.59
36990,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SÃO BERNARDO DO CAMPO - CREDIABC,SAO BERNARDO DO CAMPO,2003-12-01,74.58
36991,CECM COMERC.CONFEC.VESTUARIO MONTE SIAO ESTADO MG LTDA.,MONTE SIAO,2003-12-01,32.19
36992,DEBONI CORRETORA - CAMBIO E VALORES MOBILIARIOS LTDA.,CURITIBA,2003-12-01,66.12
36993,COOPERATIVA DE CRÉDITO RURAL DO VALE DO GUAPORÉ LTDA.,SAO MIGUEL DO GUAPORE,2003-12-01,50.16
36994,CECM COMERC AUTOPECAS SERV VITORIA CONQUISTA SICOOB COOPESE,VITORIA DA CONQUISTA,2003-12-01,32.85
36995,CECME DA VALISERE,MAUA,2003-12-01,90.57
36996,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ANDORINHA - COFASA,PRESIDENTE PRUDENTE,2003-12-01,74.77
36997,FRAÇÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,BELO HORIZONTE,2003-12-01,44.98
36998,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO MUNÍCIPIO DE BAURU - SICOOB CREDISERV,BAURU,2003-12-01,79.25
36999,CCRIS DE PRANCHITA - CRESOL PRANCHITA,PRANCHITA,2003-12-01,17.49
37000,ACTION S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,SAO PAULO,2003-12-01,104.88
37001,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG LTDA. - SICOOB CECREMEC,BELO HORIZONTE,2003-12-01,0.76
37002,CECM COMERCIANTES CONFECCOES SAO SEBASTIAO PARAISO LTDA,SAO SEBASTIAO DO PARAISO,2003-12-01,28.36
37003,TATICA S.A. - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,SAO PAULO,2003-12-01,132.34
37004,CCRIS DE PLANATO - CRESOL PLANALTO,PLANALTO,2003-12-01,22.77
37005,CCRIS DE NOVA PRATA DO IGUACU - CRESOL NOVA PRATA DO IGUACU,NOVA PRATA DO IGUACU,2003-12-01,26.34
37006,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNC DA PARMALAT,ARACATUBA,2003-12-01,94.23
37007,COOPERATIVA DE ECONOMIA E CREDITO MUTUO LOJISTAS DO VESTUARIO E CONFECCOES DE BARRA DO GARCAS,BARRA DO GARCAS,2003-12-01,21.51
37008,EDUCATIVA CECM PROFESSORES SEC EDUC ESP PE RECIFE REG METROP,RECIFE,2003-12-01,29.26
37009,CECM COMERCIANTES CONFECCOES VESTUARIO DORES INDAIA LTDA,DORES DO INDAIA,2003-12-01,24.79
37010,UNICRED VALE JAGUARIBE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO VALE DO  JAGUARIBE LTDA.,LIMOEIRO DO NORTE,2003-12-01,40.55
37011,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES  MUNICIPAIS DE VITÓRIA DA CONQUISTA LTDA,VITORIA DA CONQUISTA,2003-12-01,70.06
37012,CECMS DO PODER LEGISLATIVO DO EST. DE MT-CREDLEGIS,CUIABA,2003-12-01,32.64
37013,COOPERATIVA DE CRÉDITO MÚTUO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SÃO PAULO - CREDIFISCO,SAO PAULO,2003-12-01,98.76
37014,CC DE MENDES LTDA,MENDES,2003-12-01,22.32
37015,CECM MEDICOS E DEMAIS PROF SAUDE DE CACHOEIRA DO SUL LTDA,CACHOEIRA DO SUL,2003-12-01,29.08
37016,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL,CACAPAVA,2003-12-01,105.42
37017,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CONTABILISTAS E CORRETORES DE SEGUROS DA GRANDE BELO HORIZONTE LTDA. - SICOOB CREDITABIL,BELO HORIZONTE,2003-12-01,51.64
37018,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DA SAÚDE DE BOA VISTA LTDA,BOA VISTA,2003-12-01,26.71
37019,COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DA PETROBRÁS - PETROCRED,SAO PAULO,2003-12-01,28.1
37020,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO & UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA LTDA.,BELO HORIZONTE,2003-12-01,111.49
37021,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED,OURINHOS,2003-12-01,30.33
37022,COOPERATIVA DE CREDITO RURAL DE RIO RUFINO - SICOOB/SC CREDIUNIÃO,RIO RUFINO,2003-12-01,20.2
37023,CITY CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA.,RIO DE JANEIRO,2003-12-01,128.78
37024,GAMEX MILLENNIUM CCVM S/A,FORTALEZA,2003-12-01,97.37
37025,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA TORTUGA,SAO PAULO,2003-12-01,121.07
37026,CC DOS SERVIDORES DO SESI NO RIO GRANDE DO SUL LTDA,PORTO ALEGRE,2003-12-01,156.76
37027,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS,JOAO PESSOA,2003-12-01,77.47
37028,COOPERATIVA DE CRÉDITO RURAL ITABATÃ LTDA,MUCURI,2003-12-01,30.32
37029,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE E DA EDUCAÇÃO DO NORTE PAULISTA - UNICRED NORTE PAULISTA,BEBEDOURO,2003-12-01,32.48
37030,CECME DA COELBA LTDA.  SICOOB COPELBA,SALVADOR,2003-12-01,83.21
37031,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO HOSPITAL VERA CRUZ E VERA CRUZ ASSOCIAÇÃO DE SAÚDE,CAMPINAS,2003-12-01,130.51
37032,CECMS DO CENTRO FEDER.EDUCACAO TECNOLOG.CAMPOS-COOCEFETCAM,CAMPOS DOS GOYTACAZES,2003-12-01,75.4
37033,CECM COMERCIANTES CONFECCOES LAGOA DA PRATA LTDA.,LAGOA DA PRATA,2003-12-01,17.75
37034,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TURVO - CRESOL TURVO,TURVO,2003-12-01,24.81
37035,CECM COMERCIANTES CONFECCOES GUAXUPE LTDA.,GUAXUPE,2003-12-01,62.7
37036,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA,NITEROI,2003-12-01,46.0
37037,UNICRED JI-PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE DE JI-PARANÁ E REGIÃO LTDA,JI-PARANA,2003-12-01,32.56
37038,CECMS DA FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,CUIABA,2003-12-01,75.26
37039,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO",JOAO MONLEVADE,2003-12-01,107.73
37040,ESCRITORIO RUY LAGE SOCIEDADE CORRETORA DE TITULOS LTDA,BELO HORIZONTE,2003-12-01,43.06
37041,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS,ILHA SOLTEIRA,2003-12-01,98.8
37042,LASTRO RDV DISTRIBUIDORA DE TITULOS VALORES MOBILIARIOS LTDA.,ARARAS,2003-12-01,92.41
37043,COOPERATIVA DE CRÉDITO RURAL DO PLANALTO SUL - SICOOB/SC - CREDISSERRANA,LAGES,2003-12-01,11.17
37044,COOPERATIVA DE CREDITO RURAL DO VALE DO ITANHEM LTDA.,ITANHEM,2003-12-01,47.11
37045,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE ARCOS LTDA. - SICOOB ARCOMCREDI,ARCOS,2003-12-01,12.13
37046,CCRIS DE VERE - CRESOL VERE,VERE,2003-12-01,27.71
37047,COOPERATIVA DE CRÉDITO RURAL DO SERIDÓ,CURRAIS NOVOS,2003-12-01,51.09
37048,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA POLICIA MILITAR DO ESTADO DE SC,FLORIANOPOLIS,2003-12-01,60.2
37049,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COMPANHIA VALE DO RIO DOCE DE MARIANA E REGIÃO LTDA - COOPAL,MARIANA,2003-12-01,93.35
37050,CCR SANTIAGO DO SUL - CREDISUL,SANTIAGO DO SUL,2003-12-01,18.55
37051,CECM DOS INTEGRANTES DO MINISTERIO PUBLICO DO ESTADO DE MT,CUIABA,2003-12-01,31.5
37052,CECM MEDICOS E DEMAIS PROF SAUDE DE VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,2003-12-01,37.88
37053,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS CORRETORES DE SEGUROS E DE CAPITALIZACAO DO RJ LTDA,RIO DE JANEIRO,2003-12-01,25.47
37054,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SALGADO FILHO - CRESOL SALGADO FILHO,SALGADO FILHO,2003-12-01,19.92
37055,CECM MEDICOS DEMAIS PROF.NIVEL SUP. SAUDE MONTES CLAROS LTDA,MONTES CLAROS,2003-12-01,16.04
37056,CECM DOS MEDICOS DE CABO FRIO LTDA - UNICRED DE CABO FRIO,CABO FRIO,2003-12-01,58.81
37057,COOPERATIVA DE CRÉDITO RURAL DO VALE DO URUPA LTDA,OURO PRETO DO OESTE,2003-12-01,83.82
37058,COOPERATIVA DE CRÉDITO MÚTUO DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO MARANHÃO - COOMAMP,SAO LUIS,2003-12-01,11.56
37059,CECMF AGROVALE LTDA.,QUIRINOPOLIS,2003-12-01,86.37
37060,COOPERATIVA DE CRÉDITO URBANO DOS CIRURGIÕES DENTISTAS DE CUIABA LTDA,CUIABA,2003-12-01,40.42
37061,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ALIANÇA DOS  MÉDICOS DE BIRIGUI E REGIÃO  E DEMAIS PROFISSIONAIS DA ÁREA DA SAÚDE - SICREDI DE BIRIGUI,BIRIGUI,2003-12-01,33.57
37062,COOPERATIVA DE CRÉDITO RURAL DE ITABIRA LTDA,ITABIRA,2003-12-01,32.16
37063,COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA,RIO DE JANEIRO,2003-12-01,91.0
37064,CECM DOS PROFISSIONAIS DA AREA DE SAUDE DE FRANCISCO BELTRAO,FRANCISCO BELTRAO,2003-12-01,57.61
37065,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CENTENARIO - CRESOL CENTENARIO,AUREA,2003-12-01,20.08
37066,ALVES FERREIRA CORRETORA DE VALORES LTDA,CURITIBA,2003-12-01,32.69
37067,CECME DA ELETRONORTE LTDA - ELETROCRED,BELEM,2003-12-01,69.26
37068,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DOS ESTABELECIMENTOS DE ENSINO PARTICULARES DE CUIABÁ E REGIÃO,CUIABA,2003-12-01,37.11
37069,UNICRED DE ARARUAMA-CECMM DEMAIS PROFI.SAUDE ARARUAMA LTDA,ARARUAMA,2003-12-01,140.14
37070,CCR GANDU,GANDU,2003-12-01,42.53
37071,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CANDOI - CRESOL CANDOI,CANDOI,2003-12-01,20.84
37072,SAFIC - CORRETORA DE VALORES E CAMBIO S.A.,SAO PAULO,2003-12-01,51.42
37073,CC POPULAR DE OLIMPIA LTDA,OLIMPIA,2003-12-01,-233.49
37074,CCR COM INTERACAO SOLIDARIA DE DONNA EMMA - CRESOL DONA EMM,DONA EMMA,2003-12-01,19.02
37075,CREDICORP DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTD,RIO DE JANEIRO,2003-12-01,314.4
37076,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PINHAO DE RESPONSABILIDADE LTDA - CRESOL-PINHAO LTDA,PINHAO,2003-12-01,19.17
37077,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMIGO,RIO VERDE,2003-12-01,95.88
37078,DISTRIBUIDORA HISPANO BRASILEIRA DE TÍTULOS E VALORES MOBILIÁRIOSS.A.,SAO PAULO,2003-12-01,158.76
37079,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPPO M&G NO BRASIL,POCOS DE CALDAS,2003-12-01,124.12
37080,MIDAS CCTVM S.A.,RECIFE,2003-12-01,110.93
37081,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE DEPÓSITO DE MATERIAIS DE CONSTRUÇÃO DE CONTAGEM LTDA. - COOPERACIC,CONTAGEM,2003-12-01,-7.92
37082,COOPERATIVA DE CRÉDITO RURAL DE PRESIDENTE MÉDICI LTDA,PRESIDENTE MEDICI,2003-12-01,47.08
37083,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA DANA S.A.,GRAVATAI,2003-12-01,119.76
37084,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL,PORTO ALEGRE,2003-12-01,87.18
37085,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CAROL - COOPERCAROL,ORLANDIA,2003-12-01,107.19
37086,C & D DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CURITIBA,2003-12-01,115.49
37087,CCR DA REGIAO DO BOLSAO,PARANAIBA,2003-12-01,29.39
37088,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONSANTO,SAO PAULO,2003-12-01,111.82
37089,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE RENASCENÇA - CRESOL RENASCENÇA,RENASCENCA,2003-12-01,19.65
37090,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO FEDERAL E MINISTÉRIO PÚBLICO DA UNIÃO NO ESTADO DE MATO GROSSO - COOPERJUS,CUIABA,2003-12-01,64.83
37091,CECM COMERCIANTES CONFECCOES ABAETE LTDA,ABAETE,2003-12-01,48.23
37092,CECME SYLVANIA DO BRASIL ILUMINACAO,SAO PAULO,2003-12-01,113.84
37093,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL,SAO PAULO,2003-12-01,96.54
37094,COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DE LIMEIRA E REGIÃO,LIMEIRA,2003-12-01,11.41
37095,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA DELPHOS LTDA,RIO DE JANEIRO,2003-12-01,37.46
37096,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TAKATA-PETRI,JUNDIAI,2003-12-01,113.11
37097,CECME APOS. E PENS. DA CEEE E ELETRIC. DO RIO GRANDE DO SUL,PORTO ALEGRE,2003-12-01,97.08
37098,CORRETORA AMAZONENSE DE CAMBIO LTDA,MANAUS,2003-12-01,160.33
37099,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - COSEMI,ITABIRA,2003-12-01,102.07
37100,CECME DA FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO,SAO PAULO,2003-12-01,103.02
37101,CCRIS DE SAO JORGE D'OESTE - CRESOL SAO JORGE D'OESTE,SAO JORGE D'OESTE,2003-12-01,27.62
37102,DIDIER-LEVY ASSOCIADOS CORRETORA DE CÂMBIO S/A,SAO PAULO,2003-12-01,74.05
37103,COOPERATIVA DE CREDITO RURAL DO PLANALTO SERRANO  SICOOB/SC - CREDISERRA,URUPEMA,2003-12-01,23.32
37104,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS,JACAREI,2003-12-01,113.9
37105,CREDMISTRA - CECMS DEL REGIONAL TRABALHO NO ESTADO DO PARA,BELEM,2003-12-01,99.08
37106,CECM MEDICOS E DEMAIS PROFISSIONAIS SAUDE AQUIDAUANA-MS LTDA,AQUIDAUANA,2003-12-01,12.46
37107,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CALOI NORTE,SAO PAULO,2003-12-01,94.04
37108,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - SICOOB COOPERFAC,JABOTICABAL,2003-12-01,84.73
37109,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS EM SANEAMENTO DO ESTADO DE MATO GROSSO - CREDISAN,CUIABA,2003-12-01,63.75
37110,COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SAO VALENTIM-CRESOL SAO VALENTIM,SAO VALENTIM,2003-12-01,17.98
37111,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO,SAO PAULO,2003-12-01,92.73
37112,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS DIÁRIOS E EMISSORAS ASSOCIADOS DE BELO HORIZONTE LTDA.,BELO HORIZONTE,2003-12-01,89.23
37113,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SISTEMA ESTADUAL DA AGRICULTURA DO ESTADO DE SANTA CATARINA NA GRANDE FLORIANÓPOLIS,FLORIANOPOLIS,2003-12-01,11.18
37114,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE VIRMOND - CRESOL VIRMOND,VIRMOND,2003-12-01,24.46
37115,PREVIBANK CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA.,FORTALEZA,2003-12-01,111.75
37116,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S.A. - UNIDADE MOGI DAS CRUZES,MOGI DAS CRUZES,2003-12-01,107.49
37117,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA,ITAPIRA,2003-12-01,100.17
37118,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA,PORTO ALEGRE,2003-12-01,105.73
37119,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALCATEL-LUCENT BRASIL,SAO PAULO,2003-12-01,86.51
37120,"COOPERATIVA DE CRÉDITO RURAL DE JACARACI E MUNICÍPIOS DO VALE DO GAVIÃO, VALE DO RIO DO ANTÔNIO E ALTO RIO PARDO.",JACARACI,2003-12-01,38.73
37121,LOPEZ LEON BROKERS BRASIL DTVM LTDA.,SAO PAULO,2003-12-01,62.02
37122,CECM ITARARE LTDA,RIO DE JANEIRO,2003-12-01,70.26
